period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2006,IL,Illinois,PET,Petroleum,,139,,396,,506,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,IL,Illinois,OTH,Other,,77,,4823,,188,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,IL,Illinois,NG,Natural Gas,,3084,,5205,,20,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,IL,Illinois,COL,Coal,,97774,,124425,,339864,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ID,Idaho,ALL,Total,145,882,.3,2194,.7,5004,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ID,Idaho,PET,Petroleum,,0,,3,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ID,Idaho,OTH,Other,,0,,996,,3312,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ID,Idaho,NG,Natural Gas,,601,,503,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ID,Idaho,COL,Coal,,281,,691,,1689,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,IA,Iowa,ALL,Total,1995,41245,3.1,70644,6.4,145918,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,IA,Iowa,PET,Petroleum,,257,,718,,1196,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,IA,Iowa,OTH,Other,,11,,1680,,43,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,IA,Iowa,NG,Natural Gas,,1060,,791,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,IA,Iowa,COL,Coal,,39916,,67501,,144691,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,HI,Hawaii,ALL,Total,1739,9138,5.5,31726,4.2,24126,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,HI,Hawaii,PET,Petroleum,,7379,,29211,,23035,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,HI,Hawaii,OTH,Other,,221,,1887,,89,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,HI,Hawaii,COL,Coal,,1538,,1128,,1015,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,GA,Georgia,ALL,Total,1451,91020,2.1,143426,10.9,755490,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,GA,Georgia,PET,Petroleum,,1602,,4790,,40847,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,GA,Georgia,OTH,Other,,666,,12940,,32105,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,GA,Georgia,NG,Natural Gas,,5715,,5475,,25,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,GA,Georgia,COL,Coal,,83037,,120217,,682504,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,FL,Florida,ALL,Total,1255,127682,2.1,233266,3.2,362820,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,FL,Florida,PET,Petroleum,,20709,,53052,,129211,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,FL,Florida,OTH,Other,,2485,,29313,,17468,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,FL,Florida,NG,Natural Gas,,41297,,26884,,151,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,FL,Florida,COL,Coal,,63191,,129569,,216609,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,LA,Louisiana,ALL,Total,1322,54650,2.2,98728,3,138129,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,LA,Louisiana,PET,Petroleum,,2590,,2906,,18797,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,LA,Louisiana,OTH,Other,,357,,15979,,29470,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,LA,Louisiana,NG,Natural Gas,,25938,,43876,,116,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,LA,Louisiana,COL,Coal,,25765,,35965,,89748,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,KY,Kentucky,ALL,Total,2099,94238,3.5,173937,8.7,430753,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,KY,Kentucky,PET,Petroleum,,3815,,8632,,8699,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,KY,Kentucky,OTH,Other,,22,,2105,,3178,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,KY,Kentucky,NG,Natural Gas,,869,,1965,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,KY,Kentucky,COL,Coal,,89532,,161236,,418872,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,US,United States,ALL,Total,1347,2488918,2.1,4188168,5.2,10497917,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,US,United States,PET,Petroleum,,67988,,180498,,470690,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,US,United States,OTH,Other,,15567,,292835,,251581,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,US,United States,NG,Natural Gas,,404278,,440199,,2252,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,US,United States,COL,Coal,,2001085,,3302943,,9774485,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TX,Texas,ALL,Total,1429,260214,1.4,286663,3.1,615475,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TX,Texas,PET,Petroleum,,2898,,8300,,31767,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TX,Texas,OTH,Other,,0,,25539,,6421,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TX,Texas,NG,Natural Gas,,104617,,120640,,703,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TX,Texas,COL,Coal,,152699,,132178,,576589,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TN,Tennessee,ALL,Total,1456,62150,2.3,110127,6.3,297908,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TN,Tennessee,PET,Petroleum,,212,,261,,539,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TN,Tennessee,OTH,Other,,9,,1541,,7078,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TN,Tennessee,NG,Natural Gas,,567,,710,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,TN,Tennessee,COL,Coal,,61362,,107616,,290290,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SD,South Dakota,ALL,Total,1106,3584,4.3,15376,3.6,12778,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SD,South Dakota,PET,Petroleum,,8,,53,,18,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SD,South Dakota,OTH,Other,,0,,360,,804,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SD,South Dakota,NG,Natural Gas,,179,,148,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SD,South Dakota,COL,Coal,,3398,,14813,,11957,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SC,South Carolina,ALL,Total,915,41296,1.1,54290,4.9,241029,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SC,South Carolina,PET,Petroleum,,411,,699,,3957,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SC,South Carolina,OTH,Other,,299,,3716,,10397,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SC,South Carolina,NG,Natural Gas,,2793,,1138,,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,SC,South Carolina,COL,Coal,,37793,,48995,,226662,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,RI,Rhode Island,OTH,Other,,0,,2217,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,RI,Rhode Island,NG,Natural Gas,,2408,,547,,15,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,RI,Rhode Island,ALL,Total,931,2526,1.1,3321,.3,904,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,RI,Rhode Island,PET,Petroleum,,119,,557,,885,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,PA,Pennsylvania,ALL,Total,1280,127266,1.8,193958,8.5,924901,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,PA,Pennsylvania,PET,Petroleum,,1409,,7719,,18194,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,PA,Pennsylvania,OTH,Other,,1247,,12682,,3718,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,PA,Pennsylvania,NG,Natural Gas,,6302,,4338,,29,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,PA,Pennsylvania,COL,Coal,,118308,,172462,,903023,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OR,Oregon,ALL,Total,295,7152,.5,13662,.5,12408,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OR,Oregon,PET,Petroleum,,16,,56,,244,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OR,Oregon,OTH,Other,,68,,2800,,3441,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OR,Oregon,NG,Natural Gas,,4714,,5056,,32,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OR,Oregon,COL,Coal,,2354,,5916,,8697,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NY,New York,ALL,Total,795,51428,1,70596,1.9,134341,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NY,New York,PET,Petroleum,,6205,,13806,,22695,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NY,New York,OTH,Other,,1768,,16272,,1577,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NY,New York,NG,Natural Gas,,21634,,12554,,101,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NY,New York,COL,Coal,,21820,,31584,,110055,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NV,Nevada,ALL,Total,1157,16750,2.1,33740,.6,9254,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NV,Nevada,PET,Petroleum,,17,,33,,24,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NV,Nevada,OTH,Other,,35,,976,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NV,Nevada,NG,Natural Gas,,9284,,16585,,53,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NV,Nevada,COL,Coal,,7415,,16147,,9169,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NM,New Mexico,ALL,Total,1983,33585,4.3,79306,1.7,31190,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NM,New Mexico,PET,Petroleum,,30,,18,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NM,New Mexico,OTH,Other,,0,,425,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NM,New Mexico,NG,Natural Gas,,3024,,3892,,18,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NM,New Mexico,COL,Coal,,30530,,74970,,31168,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NJ,New Jersey,ALL,Total,726,20036,1,31060,2,62154,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NJ,New Jersey,PET,Petroleum,,414,,1403,,936,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NJ,New Jersey,OTH,Other,,729,,6746,,130,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NJ,New Jersey,NG,Natural Gas,,8080,,6623,,25,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NJ,New Jersey,COL,Coal,,10814,,18005,,61099,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NH,New Hampshire,PET,Petroleum,,437,,833,,2607,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NH,New Hampshire,OTH,Other,,114,,2206,,180,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NH,New Hampshire,NG,Natural Gas,,2410,,553,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NH,New Hampshire,COL,Coal,,4169,,6704,,38096,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NH,New Hampshire,ALL,Total,711,7130,.9,10088,3.7,40886,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NE,Nebraska,ALL,Total,1521,21892,4.3,67577,4.5,71761,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NE,Nebraska,PET,Petroleum,,19,,197,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NE,Nebraska,OTH,Other,,0,,967,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NE,Nebraska,NG,Natural Gas,,422,,20744,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NE,Nebraska,COL,Coal,,21451,,45668,,71725,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ND,North Dakota,ALL,Total,2248,31554,4.9,75022,8.5,130805,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ND,North Dakota,PET,Petroleum,,45,,65,,100,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ND,North Dakota,OTH,Other,,0,,313,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ND,North Dakota,NG,Natural Gas,,19,,53,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ND,North Dakota,COL,Coal,,31490,,74589,,130699,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NC,North Carolina,ALL,Total,1300,73964,1.8,110281,7.9,493092,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NC,North Carolina,PET,Petroleum,,821,,681,,1881,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NC,North Carolina,OTH,Other,,140,,2073,,8246,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NC,North Carolina,NG,Natural Gas,,1568,,1019,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,NC,North Carolina,COL,Coal,,71435,,106624,,482961,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OK,Oklahoma,ALL,Total,1649,52932,2.6,93104,3.4,121238,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OK,Oklahoma,PET,Petroleum,,186,,644,,2411,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OK,Oklahoma,OTH,Other,,130,,2098,,3761,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OK,Oklahoma,NG,Natural Gas,,15907,,22908,,85,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OK,Oklahoma,COL,Coal,,36710,,67760,,114991,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OH,Ohio,ALL,Total,1848,130568,3.2,247267,13.8,1069175,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OH,Ohio,PET,Petroleum,,2220,,1602,,29486,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OH,Ohio,OTH,Other,,8,,1307,,2076,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OH,Ohio,NG,Natural Gas,,1358,,1469,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,OH,Ohio,COL,Coal,,126983,,242886,,1037604,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MO,Missouri,ALL,Total,1930,80422,2.6,118593,6.2,286198,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MO,Missouri,PET,Petroleum,,60,,416,,6235,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MO,Missouri,OTH,Other,,58,,137,,830,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MO,Missouri,NG,Natural Gas,,1790,,1796,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MO,Missouri,COL,Coal,,78513,,116241,,279119,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MN,Minnesota,ALL,Total,1578,38183,3.5,93915,3.9,104080,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MN,Minnesota,PET,Petroleum,,550,,2041,,11269,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MN,Minnesota,OTH,Other,,472,,5408,,4616,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MN,Minnesota,NG,Natural Gas,,1646,,3460,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MN,Minnesota,COL,Coal,,35516,,84212,,88204,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MI,Michigan,ALL,Total,1500,76718,2.2,124658,6.4,359912,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MI,Michigan,PET,Petroleum,,490,,1475,,6684,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MI,Michigan,OTH,Other,,559,,13126,,6388,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MI,Michigan,NG,Natural Gas,,7212,,5040,,32,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MI,Michigan,COL,Coal,,68456,,106182,,346823,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ME,Maine,ALL,Total,743,5677,1.4,11389,2.2,18855,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ME,Maine,PET,Petroleum,,1419,,2189,,7985,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ME,Maine,OTH,Other,,526,,8344,,8859,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ME,Maine,NG,Natural Gas,,3121,,385,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,ME,Maine,COL,Coal,,611,,1198,,2016,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MD,Maryland,ALL,Total,1386,30836,2.8,68413,12.2,298586,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MD,Maryland,PET,Petroleum,,553,,4966,,13470,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MD,Maryland,OTH,Other,,613,,5224,,2638,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MD,Maryland,NG,Natural Gas,,1308,,7182,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MD,Maryland,COL,Coal,,28362,,52004,,282500,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MA,Massachusetts,NG,Natural Gas,,9900,,3956,,31,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MA,Massachusetts,COL,Coal,,10422,,10249,,39260,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MA,Massachusetts,ALL,Total,1154,23911,1.1,24616,2.4,53913,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MA,Massachusetts,PET,Petroleum,,2295,,3306,,14427,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MA,Massachusetts,OTH,Other,,1293,,10180,,263,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MT,Montana,ALL,Total,1511,19404,3,41780,1.7,24004,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MT,Montana,PET,Petroleum,,793,,403,,2515,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MT,Montana,OTH,Other,,0,,1440,,1638,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MT,Montana,NG,Natural Gas,,118,,635,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MT,Montana,COL,Coal,,18493,,39300,,19849,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MS,Mississippi,ALL,Total,1239,26035,2.2,49989,3.9,90448,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MS,Mississippi,PET,Petroleum,,344,,2784,,2804,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MS,Mississippi,OTH,Other,,26,,4045,,11668,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MS,Mississippi,NG,Natural Gas,,8096,,5822,,105,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,MS,Mississippi,COL,Coal,,17569,,37339,,75871,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AL,Alabama,ALL,Total,1345,86153,1.9,134785,7.2,504311,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AL,Alabama,PET,Petroleum,,398,,507,,1340,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AL,Alabama,OTH,Other,,24,,7635,,28399,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AL,Alabama,NG,Natural Gas,,8990,,5945,,47,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AL,Alabama,COL,Coal,,76742,,120703,,474527,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AK,Alaska,COL,Coal,,1299,,2998,,2377,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AK,Alaska,ALL,Total,1525,4627,6,19867,1.4,4629,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AK,Alaska,PET,Petroleum,,655,,8574,,2235,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AK,Alaska,OTH,Other,,0,,117,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2006,AK,Alaska,NG,Natural Gas,,2673,,8177,,15,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
